TF	len(totalGenes)	len(deGenes)	B1	B1Gene	B2	B2Gene	Ratio	Pval
Pax9	718	60	0		0		100	1
Pitx1	718	60	19	Prss35,Gna11,Tgfb2,Nans,Arl3,Pgm1,Col12a1,Cant1,Golm1,Col2a1,Flnb,Nt5c,Apol8,Pmm2,Tsta3,Fmod,Rdx,Igfbp2,Actg2	0		0	0.391024248587288
Plagl1	718	60	20	Col3a1,Col5a2,Fstl1,Col4a1,Col6a1,Basp1,Fat1,Ptprg,Pxdn,Serpinh1,Vasn,Sparc,Col4a2,Col4a5,Mmp2,Pigr,Igfbp3,Tuba1a,Col1a2,Col1a1	0		0	0.396502119772841
Prrx1	718	60	53	Ltbp1,Aebp1,Ccdc80,Cryab,Col3a1,Dcn,Col5a2,Fstl1,Vcan,Col4a1,Tgfb2,Ltbp2,Col6a1,Pcolce,Axl,Bgn,Prss23,Wisp1,Ppic,Cxcl12,Lgals1,Col12a1,Olfml3,Hspg2,Pxdn,Serpinh1,Vasn,Adamts1,Plod3,Bmp1,Sparc,Csf1,Fbln2,Fst,Col4a2,Mmp14,Ngf,Serpine1,Col4a5,Lamc1,Nid1,Postn,Vcl,Cyr61,Mmp2,Lox,Calu,Thbs1,Gsn,Lum,Serpinf1,Col1a2,Col1a1	1	Gsn	0.210897435897436	0.1129546352012
Prrx2	718	60	47	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Col5a2,Fstl1,Nid2,Ddb1,Vcan,Nedd4,Tgfb2,Ltbp2,Col6a1,Pcolce,Axl,Bgn,Wisp1,Ppic,Lgals1,Col12a1,Fscn1,Pxdn,Serpinh1,Vasn,Flna,Adamts1,Bmp1,Sparc,Csf1,Fbln2,Fst,Mmp14,Serpine1,11-Sep,Col2a1,Nid1,Vcl,Cyr61,Mmp2,Vim,Lox,Calu,Thbs1,Serpinf1,Col1a2,Col1a1	0		0	0.0433197268410125
Rarg	718	60	24	Aebp1,Lama5,Ltbp2,Slc9a3r2,Pcolce,Axl,Hspg2,Fscn1,Serpinh1,Plod3,Sparc,Csf1,Fbln2,Ngf,Ecm1,Ctgf,Serpine1,Lamc1,Actn1,Vcl,Cyr61,Lox,Thbs1,Crip2	0		0	0.248805358035466
Scx	718	60	16	Ltbp1,Col5a2,Fstl1,Tgfb2,Col6a1,Wisp1,Pxdn,Vasn,Ctgf,11-Sep,Iqgap2,Mmp2,Lox,Taldo1,Col1a2,Col1a1	0		0	0.633231474300285
Shox2	718	60	27	Ltbp1,Aebp1,Ccdc80,Col5a2,Vcan,Ltbp2,Pcolce,Axl,Wisp1,Col12a1,Fscn1,Vasn,Adamts1,Plod3,Bmp1,Csf1,Fbln2,Fst,Mmp14,Ngf,Lamc1,Col2a1,Lox,Tubb6,Serpinf1,Col1a2,Col1a1	0		0	0.157427883864807
Six5	718	60	28	Ccdc80,Col3a1,Dcn,Col5a2,Fstl1,Col4a1,Col6a1,Pcolce,Axl,Bgn,Wisp1,Ppic,Cxcl12,Olfml3,Hspg2,Pxdn,Serpinh1,Sparc,Col4a2,Col4a5,Nid1,Postn,Mmp2,Fbln1,Calu,Lum,Col1a2,Col1a1	0		0	0.157485687363593
Snai1	718	60	49	Ltbp1,Aebp1,Ccdc80,Vcam1,Col5a2,Myo1c,Fstl1,Ddb1,Col4a1,Ltbp2,Col6a1,Anxa3,Pcolce,Axl,Bgn,Wisp1,Cxcl12,Col12a1,Hspg2,Fscn1,Serpinh1,Vasn,Plod3,Bmp1,Sparc,Rhoc,Csf1,Fbln2,Col4a2,Mmp14,Ngf,Ecm1,Ctgf,Serpine1,Col4a5,Lamc1,Col2a1,Nid1,Actn1,Postn,Vcl,Cyr61,Mmp2,Lox,Msn,Thbs1,Serpinf1,Col1a2,Col1a1	0		0	0.0262440448085226
Snai2	718	60	46	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Dcn,Col5a2,Fstl1,Nedd4,Col4a1,Tgfb2,Ltbp2,Col6a1,Oaf,Pcolce,Axl,Bgn,Prss23,Wisp1,Tax1bp3,Ppic,Cxcl12,Efemp1,Col12a1,Olfml3,Fat1,Pxdn,Serpinh1,Vasn,Adamts1,Sparc,Fbln2,Fst,Col4a2,Mmp14,Ctgf,Col4a5,Nid1,Postn,Mmp2,Lox,Igfbp3,Lum,Serpinf1,Col1a2,Col1a1	0		0	0.0422670857302296
Snapc3	718	60	0		0		100	1
Sox11	718	60	1	H2afx	0		0	1
Sphk1	718	60	23	Col5a2,Ltbp2,Col6a1,Anxa3,Bgn,Prss23,Wisp1,Tax1bp3,Efemp1,Col12a1,Olfml3,Anxa5,Anxa2,Vasn,Adamts1,Mmp14,Col4a5,Postn,Cyr61,Mmp2,Lox,Thbs1,Col1a2	0		0	0.246538876379963
Taf10	718	60	1	Mmp14	0		0	1
Tbx18	718	60	54	Ltbp1,Aebp1,Ccdc80,Cryab,Col3a1,Vcam1,Col5a2,Fstl1,Nid2,Vcan,Col4a1,Tgfb2,Ltbp2,Col6a1,Pcolce,Axl,Bgn,Prss23,Wisp1,Ppic,Cxcl12,Lgals1,Col12a1,Fscn1,Pxdn,Serpinh1,Vasn,Adamts1,Plod3,Bmp1,Sparc,Csf1,Fbln2,Fst,Col4a2,Mmp14,Ngf,Serpine1,Col4a5,Lamc1,Col2a1,Nid1,Postn,Vcl,Cyr61,Mmp2,Vim,Lox,Calu,Adm,Thbs1,Serpinf1,Col1a2,Col1a1	0		0	0.0167048824918218
Tbx3	718	60	14	Ltbp1,Gna11,Dpysl3,Pcsk5,Anpep,Dsg2,Tcn2,Serpine1,Cdh1,Cndp2,Krt19,Krt8,Krt18,Hagh	1	Hagh	0.843589743589744	1
Tbx4	718	60	20	Prss35,Gprc5a,Serpinb9,Sema3e,Icam2,Tgfb2,Ltbp2,Slc9a3r2,Pdgfb,Msln,Csrp1,Col12a1,Edn1,Hc,Col2a1,Apol8,Fmod,Igfbp2,Tubb1,Actc1	0		0	0.396502119772841
Tead1	718	60	26	Ltbp1,Aebp1,Cryab,Col5a2,Lama5,Fstl1,Nedd4,Col4a1,Pcolce,Prss23,Fat1,Hspg2,Ptprg,Pxdn,Serpinh1,Adamts1,Gpc4,Sparc,Fbln2,Col4a2,Ctgf,Lamc1,Nid1,Vcl,Cyr61,Col1a1	0		0	0.257968209762571
Tead3	718	60	37	Ltbp1,Col3a1,Col5a2,Fstl1,Col4a1,Col6a1,Oaf,Pcolce,Axl,Bgn,Prss23,Wisp1,Tax1bp3,Cxcl12,Efemp1,Col12a1,Fat1,Anxa2,Pxdn,Serpinh1,Vasn,Gpc4,Sparc,Rhoc,Fbln2,Fst,Mmp14,Col4a5,Actn1,Postn,Vcl,Mmp2,Lox,Fbln1,Thbs1,Col1a2,Col1a1	0		0	0.0647958416743998
Tead4	718	60	8	Myo1c,Ddb1,Fscn1,Csf1,Fbln2,Serpine1,Actn1,Lox	0		0	1
Thrb	718	60	43	Fstl1,Lect2,Basp1,F12,F9,Agmat,Apoh,Fgl1,Igfals,Apcs,1300017J02Rik,Apoa5,C8a,Apob,Hrg,Angptl3,C9,Itih1,Mup10,Proc,Serpind1,Rps27a,Pzp,Glyat,Apon,Serpinf2,Dpys,Hamp,Mug1,Gpt,Ftcd,Hgd,Ces1c,Azgp1,Rps11,Mup3,Akr1d1,Fga,Kng1,Serpinc1,Serpina3k,Serpina1c,Apoa2	6	Dpys,Ftcd,Hgd,Fga,Serpina3k,Apoa2	1.77837837837838	0.255849789838578
Tshz2	718	60	9	Col3a1,Dcn,Col4a1,Col6a1,Nenf,Ptprg,Pxdn,Igfbp3,Lum	0		0	1
Twist1	718	60	50	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Col5a2,Fstl1,Nid2,Ddb1,Vcan,Nedd4,Col4a1,Tgfb2,Ltbp2,Col6a1,Pcolce,Axl,Bgn,Prss23,Wisp1,Ppic,Cxcl12,Lgals1,Col12a1,Fscn1,Pxdn,Serpinh1,Vasn,Flna,Adamts1,Bmp1,Sparc,Csf1,Fbln2,Fst,Col4a2,Mmp14,Col4a5,Lamc1,Nid1,Postn,Mmp2,Vim,Lox,Calu,Adm,Thbs1,Serpinf1,Col1a2,Col1a1	0		0	0.0263531229580209
Twist2	718	60	51	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,Dcn,Col5a2,Fstl1,Vcan,Col4a1,Tgfb2,Ltbp2,Col6a1,Pcolce,Axl,Bgn,Prss23,Wisp1,Ppic,Cxcl12,Efemp1,Lgals1,Col12a1,Olfml3,Hspg2,Fscn1,Pxdn,Serpinh1,Vasn,Flna,Adamts1,Sparc,Csf1,Fbln2,Fst,Col4a2,Mmp14,11-Sep,Col4a5,Lamc1,Nid1,Postn,Mmp2,Vim,Lox,Calu,Thbs1,Lum,Serpinf1,Col1a2,Col1a1	0		0	0.0266935757906154
Vax2	718	60	0		0		100	1
Whsc1	718	60	1	Cdk1	0		0	1
Wnt5a	718	60	45	Ltbp1,Pdgfc,Kitl,Aebp1,Ccdc80,Col3a1,Dcn,Col5a2,Fstl1,Nedd4,Col4a1,Tgfb2,Col6a1,Pcolce,Axl,Bgn,Prss23,Wisp1,Tax1bp3,Ppic,Cxcl12,Efemp1,Olfml3,Fat1,Ptprg,Pxdn,Serpinh1,Vasn,Htra1,Adamts1,Sparc,Fbln2,Fst,Col4a2,Mmp14,Col4a5,Nid1,Postn,Mmp2,Lox,Fbln1,Igfbp3,Lum,Col1a2,Col1a1	0		0	0.0415643827839111
Yap1	718	60	33	Ltbp1,Aebp1,Ccdc80,Col3a1,Col5a2,Fstl1,Nedd4,Col4a1,Col6a1,Pcolce,Bgn,Prss23,Cxcl12,Efemp1,Fat1,Ptprg,Pxdn,Serpinh1,Htra1,Adamts1,Gpc4,Sparc,Col4a2,Ctgf,Col4a5,Nid1,Tgm2,Vcl,Mmp2,Fbln1,Igfbp3,Col1a2,Col1a1	0		0	0.100740621993131
Zfhx3	718	60	29	Ltbp1,Col3a1,Col5a2,Fstl1,Col4a1,Anxa3,Pcolce,Bgn,Ppic,Olfml3,Anxa5,Pxdn,Serpinh1,Vasn,Adamts1,Sparc,Rhoc,Col4a2,Mmp14,Ctgf,Nid1,Postn,Vcl,Mmp2,Lox,Thbs1,Serpinf1,Col1a2,Col1a1	0		0	0.158770295601627
Zfp41	718	60	2	Cdk1,H2afx	0		0	1
Zfp423	718	60	17	Fstl1,Nid2,Nedd4,Pxdn,Serpinh1,Sparc,Rarres2,Igf1,Nid1,Atp1a1,Fasn,Shmt2,Krt79,Orm1,Rbp4,Hp,Apoc1	2	Fasn,Shmt2	1.46222222222222	0.647527279979508
Zfp518b	718	60	0		0		100	1
Zkscan14	718	60	19	Ccdc80,Col3a1,Col5a2,Fstl1,Col4a1,Col6a1,Pcolce,Fat1,Ptprg,Pxdn,Serpinh1,Vasn,Htra1,Sparc,Col4a2,Col4a5,Postn,Col1a2,Col1a1	0		0	0.391024248587288
Tbl1x	718	60	1	Pafah1b2	0		0	1
Gzf1	718	60	20	Apoh,C8g,Eif6,F5,Gamt,Angptl3,Serpind1,Cpb2,Agt,Hibch,Fgg,Dpys,Aldh8a1,Apof,Fgb,Aldh7a1,Akr1d1,Pah,Apoa2,Hrsp12	5	Hibch,Dpys,Aldh8a1,Aldh7a1,Apoa2	3.65555555555556	0.0248722505120444
Lmo4	718	60	2	Psap,Dbi	0		0	1
Srebf1	718	60	21	Pon3,Amy1,Smoc1,Gm6484,Angptl4,Igf1,Lbp,C6,Gpld1,Atp1a1,C4b,Trf,Fasn,Shmt2,Krt79,Orm1,Rbp4,Got1,Hp,Apoc1,Serpina3n	4	Fasn,Shmt2,Got1,Serpina3n	2.58039215686275	0.0998360823310342
Ebf2	718	60	11	Pacsin3,Lmcd1,Igf1,Gda,Cdh13,Lrg1,Fmod,Shmt2,Slc9a3r1,Cfl2,Rbp4	1	Shmt2	1.09666666666667	1
Isl1	718	60	11	Smoc1,Cel,C6,Ddc,Ufc1,Fasn,Pdia6,Lgals9,Ttr,Ywhab,Got1	2	Fasn,Got1	2.43703703703704	0.238762932622809
Patz1	718	60	17	Xdh,C1ra,Gm6484,Angptl4,Rarres2,Gda,Fasn,Orm1,Orm2,Taldo1,C3,Ppa1,Blvrb,Hp,Apoc1,Serpina3n,Dbi	2	Fasn,Serpina3n	1.46222222222222	0.647527279979508
Rb1	718	60	1	Fkbp4	0		0	1
Stat5a	718	60	5	Xdh,Gm6484,Gda,Orm1,C3	0		0	1
Zfp161	718	60	0		0		100	1
Arnt	718	60	1	Ywhag	0		0	1
Calcoco1	718	60	6	Pacsin3,Lmcd1,Slc9a3r2,Cdh13,Nars,Ppia	0		0	1
Csda	718	60	6	Gyk,Iah1,Galm,Hspa1l,Tubb4b,Akr1a1	0		0	1
Csde1	718	60	10	Lmcd1,Slc25a5,Kera,Cacna2d1,Cdh13,Nt5c,Fmod,Slc9a3r1,Capza2,Cfl2	0		0	1
Dbx1	718	60	1	Clic4	0		0	1
Ddx1	718	60	2	Ezr,Aimp1	0		0	1
Dedd	718	60	2	Clic4,Tpi1	0		0	1
E2f6	718	60	1	Des	0		0	1
Foxj2	718	60	2	Plec,Des	0		0	1
Foxj3	718	60	0		0		100	1
Foxn3	718	60	2	Hspa1l,Ppia	0		0	1
Foxo4	718	60	2	Des,Ywhaq	0		0	1
Hoxc9	718	60	4	Pacsin3,Kera,Des,Pgam1	0		0	1
Hr	718	60	6	Pacsin3,Atxn10,Cdh13,Mvp,Des,Rdx	0		0	1
Lbx1	718	60	6	Slc25a5,Pdcd6,Sri,Gns,Kera,Chid1	0		0	1
Mef2a	718	60	3	Epb4.1l2,Sema3e,Msn	0		0	1
Meis2	718	60	2	Pfn2,Kera	0		0	1
Myf5	718	60	13	Serpinb9,Pacsin3,Lmcd1,Kera,Cacna2d1,Des,Iah1,Fmod,Comt,Myh3,Slc9a3r1,Thbs4,Cfl2	0		0	0.61498086763534
Myod1	718	60	16	Pacsin3,Slc25a5,Sri,Cobll1,Kera,Plec,Des,Iah1,Fmod,Myh3,Galm,Thbs4,Ywhaq,Ldha,Tpi1,Ppia	0		0	0.633231474300285
Myog	718	60	14	Serpinb9,Pacsin3,Cobll1,Kera,Plec,Cacna2d1,Des,Iah1,Fmod,Myh3,Galm,Aldh9a1,Thbs4,Ldha	1	Aldh9a1	0.843589743589744	1
Nfe2l1	718	60	5	Lmcd1,Cacna2d1,Cdh13,Gaa,Des	0		0	1
Pax7	718	60	8	Serpinb9,Cobll1,Gns,Kera,Chid1,Comt,Myh3,Rps15a	0		0	1
Phtf2	718	60	3	Cacna2d1,Hspa1l,Ppia	0		0	1
Pknox2	718	60	16	Sema3e,Icam2,Pacsin3,Lmcd1,Bcam,Slc25a5,Ltbp2,Slc9a3r2,Pdcd6,Cacna2d1,Msn,Aldh9a1,Cfl2,Hspa1l,Actc1,Ppia	1	Aldh9a1	0.731111111111111	1
Pou4f1	718	60	7	Glb1,Slc25a5,Sri,Kera,Comt,Galm,Thbs4	0		0	1
Rcor3	718	60	5	Pros1,Ctsh,Tgm2,Hspa1l,Gpx1	1	Gpx1	2.74166666666667	0.357249317781291
Rxrg	718	60	49	Pacsin3,F12,F9,Apoh,Fgl1,Hpx,Fetub,Cdh13,1300017J02Rik,Apoa5,C8a,Hrg,Angptl3,C9,Des,Lipc,Serpind1,Plg,Pzp,Cpb2,Glyat,Orm1,Fgg,Apon,Dpys,Aldh8a1,Mug1,Itih3,Acsm1,Lcat,Apoc4,Cfl2,Apof,Fgb,Ftcd,Hgd,Ces1c,Azgp1,Mup3,Akr1d1,Fga,Haao,Kng1,Serpinc1,Bhmt2,Serpina3k,Serpina1c,Ppia,Apoa2	11	Dpys,Aldh8a1,Acsm1,Lcat,Ftcd,Hgd,Fga,Haao,Bhmt2,Serpina3k,Apoa2	3.17456140350877	0.00325312908033119
Satb1	718	60	0		0		100	1
Sim2	718	60	4	Pacsin3,Lmcd1,Kera,Fmod	0		0	1
Six1	718	60	16	Icam2,Pacsin3,Slc25a5,Cobll1,Kera,Cacna2d1,Gyk,Igfbp6,Ezr,Fmod,Krt79,Slc9a3r1,Galm,Aldh9a1,Cfl2,Ldha	1	Aldh9a1	0.731111111111111	1
Smad3	718	60	7	Dlg1,Slc25a5,Cobll1,Gns,Kera,Plec,Fmod	0		0	1
Srf	718	60	7	Plec,Coasy,Des,Gbe1,Pgrmc1,Gnb2l1,Aldh9a1	2	Gbe1,Aldh9a1	4.38666666666667	0.1142640898813
Tbx15	718	60	14	Pacsin3,Lmcd1,Slc25a5,Cobll1,Kera,Plec,Cacna2d1,Gyk,Fmod,Aimp1,Galm,Aldh9a1,Thbs4,Cfl2	1	Aldh9a1	0.843589743589744	1
Tceb3	718	60	2	Capza2,Ywhag	0		0	1
Trim16	718	60	5	Slc25a5,Cobll1,Gyk,Ezr,Galm	0		0	1
Wnt11	718	60	5	Pacsin3,Lmcd1,Nt5c,Fmod,Ppia	0		0	1
Zbtb17	718	60	2	Pdcd6,Pgam1	0		0	1
Zfp3	718	60	1	Pgrmc1	0		0	1
Zfp652	718	60	2	Slc25a5,Ezr	0		0	1
Zfp661	718	60	2	Clic4,Ezr	0		0	1
Zfp770	718	60	2	Cacna2d1,Gpx1	1	Gpx1	10.9666666666667	0.162374439808376
Atxn1l	718	60	2	Dera,Crip2	0		0	1
Foxo3	718	60	4	Dsp,Dsc2,Dsg2,Idh2	0		0	1
Gata4	718	60	9	Ehd4,Dsp,Dsc2,Dsg2,Tg,Dera,Dnpep,Crip2,Acaa2	1	Acaa2	1.37083333333333	0.547652260686068
Hand2	718	60	11	Ehd4,Dsp,Dsc2,Dpp7,Dsg2,Tg,Hdlbp,Dera,Crip2,Acaa2,Actc1	1	Acaa2	1.09666666666667	1
Hey2	718	60	5	Ehd4,Dsp,Dsc2,Dsg2,Crip2	0		0	1
Heyl	718	60	5	Icam2,Bcam,Slc9a3r2,Pdgfb,Igfbp6	0		0	1
Ing2	718	60	3	Dsc2,Sdc1,Crip2	0		0	1
Lrpprc	718	60	15	Acot13,Psmd12,Sdhb,Chchd3,Nit2,Hspa9,Cox5a,Atp5a1,Fh1,Got1,Hspd1,Got2,Atp5b,Mdh2,Hspe1	7	Sdhb,Fh1,Got1,Got2,Atp5b,Mdh2,Hspe1	9.59583333333333	0.000140070999695144
Myocd	718	60	11	Ehd4,Dsp,Dsc2,Dpp7,Dsg2,Tg,Hadhb,Dera,Crip2,Acaa2,Actc1	1	Acaa2	1.09666666666667	1
Nkx2-5	718	60	5	Dsp,Dsc2,Dsg2,Tg,Actc1	0		0	1
Phb	718	60	20	Acot13,Psmd12,Cox4i1,Sdhb,Nit2,Hspa9,Sod2,Atp5a1,Spr,Etfb,Prdx3,Fh1,Ndufa4,Got1,Hspd1,Got2,Atp5b,Mdh2,Tpi1,Hspe1	10	Sdhb,Etfb,Prdx3,Fh1,Ndufa4,Got1,Got2,Atp5b,Mdh2,Hspe1	10.9666666666667	2.70246173242145e-06
Ppargc1a	718	60	6	Aebp1,Acot13,Sdhb,Suclg1,Atp5a1,Mdh1	3	Sdhb,Suclg1,Mdh1	10.9666666666667	0.0103993310320986
Preb	718	60	7	Ehd4,Acot7,Dsc2,Sdc1,Chid1,Dera,Crip2	0		0	1
Prox1	718	60	80	Ehd4,Gltp,Lect2,Dsp,Dsc2,F12,Dsg2,F9,Serpina11,Serpina7,Serpina10,Cfi,Vtn,Apoh,C8g,Fgl1,Ambp,Hpx,Igfals,Apcs,Mbl2,Gpld1,C8b,1300017J02Rik,Apoa5,C8a,Hrg,Gc,Angptl3,Dera,C9,Itih1,Mup10,Lipc,Proc,Serpind1,Plg,Rps27a,Pzp,Cpb2,Glyat,Agt,Idh2,Crip2,Fgg,Apon,Dpys,F2,Hamp,Aldh8a1,Mug1,Itih3,Lcat,Apoc4,Apof,Fgb,Ftcd,Itih4,Rbp4,Ces1c,Azgp1,Rps14,Mup3,Akr1d1,Fga,Kng1,Pah,Serpinc1,Igfbp1,Itih2,Acaa2,Alb,Bhmt2,Serpina3k,Serpina1b,Serpina1c,Arg1,Actc1,Apoa2,Hrsp12	10	Dpys,Aldh8a1,Lcat,Ftcd,Fga,Acaa2,Bhmt2,Serpina3k,Arg1,Apoa2	1.56666666666667	0.212203110675169
Ptges2	718	60	17	Acot13,Atp5j2,Cox4i1,Nampt,Sdhb,Suclg1,Sod2,Atp5a1,Spr,Etfb,Prdx3,Ndufa4,Got1,Got2,Atp5b,Mdh2,Tpi1	9	Sdhb,Suclg1,Etfb,Prdx3,Ndufa4,Got1,Got2,Atp5b,Mdh2	12.3375	4.5159583286484e-06
Rfxank	718	60	2	Dsc2,Dsg2	0		0	1
Sod2	718	60	37	Acot13,F9,Apoh,Fgl1,Hpx,Apoa5,C8a,Hrg,Angptl3,C9,Itih1,Lipc,Serpind1,Plg,Cpb2,Sdhb,Glyat,Orm1,Fgg,Apon,Dpys,Orm2,Aldh8a1,Mug1,Apof,Ftcd,Hoga1,Azgp1,Mup3,Akr1d1,Haao,Kng1,Got2,Mdh1,Itih2,Bhmt2,Serpina3k	10	Sdhb,Dpys,Aldh8a1,Ftcd,Hoga1,Haao,Got2,Mdh1,Bhmt2,Serpina3k	4.06172839506173	0.00112048728851515
Taf1a	718	60	3	Dsc2,Dsg2,Dera	0		0	1
Tbx20	718	60	8	Ehd4,Dsp,Dsc2,Dsg2,Tg,Dera,Crip2,Actc1	0		0	1
Tbx5	718	60	8	Sema3e,Icam2,Ltbp2,Slc9a3r2,Pdgfb,Dsc2,Tg,Actc1	0		0	1
Tfdp2	718	60	0		0		100	1
Mycl1	718	60	3	Cacna2d1,Cntn1,Chchd3	0		0	1
Foxi1	718	60	40	Mgam,Eps8l2,Hpn,Hgfac,Cpn1,Gyk,Afm,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Cryl1,Gc,Flrt1,Proc,Pigr,Glyat,Akr7a5,Cryz,Serpinf2,Aldh8a1,Acy3,Acsm1,Treh,Hgd,Hoga1,Pbld1,Bmp7,Akr1d1,Fga,Haao,Kng1,Pah,Igfbp1,Khk,Fbp1,Bhmt2,Aldob	11	Aldh8a1,Acsm1,Hgd,Hoga1,Pbld1,Fga,Haao,Khk,Fbp1,Bhmt2,Aldob	4.15977011494253	0.000571584335706786
Gcm1	718	60	36	Tgm1,Mgam,Hpn,Agmat,Hgfac,Afm,Xylb,Pdzk1,Slc27a2,C8a,Cryl1,Gc,Flrt1,Proc,Pigr,Glyat,Akr7a5,Aldh8a1,Acsm1,Shmt1,Treh,Hgd,Hoga1,Pbld1,Bmp7,Aldh7a1,Akr1d1,Haao,Kng1,Pah,Igfbp1,Khk,Dak,Fbp1,Bhmt2,Aldob	13	Aldh8a1,Acsm1,Shmt1,Hgd,Hoga1,Pbld1,Aldh7a1,Haao,Khk,Dak,Fbp1,Bhmt2,Aldob	6.19855072463768	8.81632000307174e-06
Glis3	718	60	3	Canx,Asah1,Ctbs	0		0	1
Hmx2	718	60	42	Tgm1,Mgam,Hpn,Ndrg1,Gyk,Afm,Scrn2,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Gc,Flrt1,Proc,Pigr,Shmt2,Glyat,Akr7a5,Cryz,Mthfd1,Nit2,Serpinf2,Aldh8a1,Acy3,Acsm1,Treh,Hgd,Pbld1,Bmp7,Akr1d1,Fga,Haao,Kng1,Pah,Igfbp1,Khk,Abhd14b,Fbp1,Bhmt2,Aldob	13	Shmt2,Mthfd1,Aldh8a1,Acsm1,Hgd,Pbld1,Fga,Haao,Khk,Abhd14b,Fbp1,Bhmt2,Aldob	4.91609195402299	5.54369761076088e-05
Hnf1b	718	60	43	Cops8,Mgam,Eps8l2,Hpn,Ndrg1,Tcn2,Cpn1,Afm,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Cryl1,Gc,Flrt1,Proc,Pigr,Glyat,Cryz,Mthfd1,Serpinf2,Aldh8a1,Acy3,Acsm1,Treh,Hgd,Hoga1,Pbld1,Bmp7,Akr1d1,Fga,Haao,Kng1,Pah,Igfbp1,Pcbd1,Khk,Fbp1,Bhmt2,Aldob,Hrsp12	12	Mthfd1,Aldh8a1,Acsm1,Hgd,Hoga1,Pbld1,Fga,Haao,Khk,Fbp1,Bhmt2,Aldob	4.24516129032258	0.000293976885168431
Hoxa11	718	60	11	1190002N15Rik,Nans,Map2k1,Itih5,Ndrg1,Golm1,Ggh,Fam162a,C1qtnf3,Des,Thbs4	0		0	0.613299656314104
Hoxb9	718	60	19	Nans,Cdh6,Itih5,Eps8l2,Cant1,Ifnar2,Golm1,Spp1,Fam162a,Afm,Xylb,Gss,C1qtnf3,Cox5a,Thbs4,Acsm1,Hoga1,Dak,Saa1	3	Acsm1,Hoga1,Dak	2.05625	0.216586975311163
Hoxd11	718	60	14	Nans,Map2k1,Sri,Itih5,Fam3c,Cant1,Ifnar2,Golm1,Gss,Coro1b,C1qtnf3,Thbs4,Comp,Saa1	0		0	0.61935056775045
Lhx1	718	60	34	Mgam,Hpn,Cpn1,Afm,Xylb,Cdh1,Pdzk1,Slc27a2,C8a,Gc,Flrt1,Proc,Pigr,Glyat,Cryz,Mthfd1,Aldh8a1,Acsm1,Krt8,Treh,Hgd,Pbld1,Bmp7,Akr1d1,Fga,Haao,Kng1,Pah,Igfbp1,Pcbd1,Khk,Fbp1,Bhmt2,Aldob	11	Mthfd1,Aldh8a1,Acsm1,Hgd,Pbld1,Fga,Haao,Khk,Fbp1,Bhmt2,Aldob	5.24492753623188	0.000121244009848893
Pax8	718	60	39	Gna11,Mgam,Atxn10,Eps8l2,Ndrg1,Tcn2,Eif6,Gyk,Afm,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Gc,Flrt1,Proc,Pigr,Rdx,Glyat,Akr7a5,Cryz,Aldh8a1,Acy3,Acsm1,Treh,Hgd,Hoga1,Pbld1,Kng1,Igfbp1,Pcbd1,Dak,Aldoc,Vnn1,Fbp1,Bhmt2,Aldob	9	Aldh8a1,Acsm1,Hgd,Hoga1,Pbld1,Dak,Fbp1,Bhmt2,Aldob	3.29	0.00585556847266628
Sall1	718	60	86	Gltp,Mgam,F12,Hpn,F9,Serpina11,Apoh,C8g,Fgl1,Hpx,Masp1,F5,Apcs,Cpn1,Afm,Xylb,Cdh1,Pdzk1,Mbl2,Gpld1,Gss,Slc27a2,1300017J02Rik,Apoa5,C8a,Hrg,Gc,Angptl3,C9,Itih1,Flrt1,Lipc,Proc,Serpind1,Pigr,Plg,Pzp,Cpb2,F10,Glyat,Cryz,Agt,Mthfd1,Fgg,Apon,Serpinf2,Dpys,F2,Aldh8a1,Mug1,Itih3,Acsm1,Lcat,Apoc4,Ddah1,Apof,Fgb,Ftcd,Krt8,Treh,Hgd,Ces1c,Pbld1,Bmp7,Azgp1,Mup3,Akr1d1,Fga,Haao,Kng1,Pah,Serpinc1,Igfbp1,Cth,Pcbd1,Khk,Dak,Itih2,Alb,Fbp1,Bhmt2,Serpina3k,Arg1,Aldob,Apoa2,Hrsp12	19	Mthfd1,Dpys,Aldh8a1,Acsm1,Lcat,Ftcd,Hgd,Pbld1,Fga,Haao,Cth,Khk,Dak,Fbp1,Bhmt2,Serpina3k,Arg1,Aldob,Apoa2	3.10995024875622	0.000327354359103318
