"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0007188"	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"9/129"	"109/23973"	7.73009279101705e-09	2.53938794854225e-08	1.03092449701585e-09	"Adcy8/Adcyap1/Adora1/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3"	9
"GO:2000145"	"regulation of cell motility"	"17/129"	"555/23973"	7.98128662628177e-09	2.6100964372435e-08	1.05963027755282e-09	"Ace/Macf1/Adipoq/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora3/Adra2a/Acan/Ager/Angpt1/Angpt2"	17
"GO:0048646"	"anatomical structure formation involved in morphogenesis"	"22/129"	"960/23973"	8.75337662174816e-09	2.84975400331353e-08	1.15692492522515e-09	"Abi1/Ace/Macf1/Chrna7/Acta1/Actc1/Actg1/Acvr1/Acvrl1/Adam15/Adam8/Adam9/Adamts1/Add1/Adm/Adora2b/Adra2b/Adrb2/Angpt1/Angpt2/Ang/Dusp2"	22
"GO:0040007"	"growth"	"21/129"	"877/23973"	9.32914464787416e-09	3.0236424171235e-08	1.22751903261502e-09	"Re/Aatk/Abl1/Chrna1/Chrnd/Acvr1b/Acvr2b/Acvrl1/Adam10/Adam15/Adam17/Add1/Adm/Adnp/Parp1/Adra1b/Adra1a/Adrb1/Adrb2/Adrb3/Taf10"	21
"GO:0009056"	"catabolic process"	"34/129"	"2188/23973"	9.95163031295007e-09	3.21105938097856e-08	1.30360537432796e-09	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Acadl/Acadm/Acadvl/Acads/Ace/Macf1/Acox1/Adipoq/Actc1/Adam15/Adam8/Adam9/Adcyap1/Adh1/Adh7/Adh5/Adora1/Adra1b/Adra2a/Adrb1/Adrb2/Adssl1/Adss/Ager/Paox/Cd40/Adh4/Atf7ip"	34
"GO:0045776"	"negative regulation of blood pressure"	"7/129"	"51/23973"	1.05416370041831e-08	3.38638427656501e-08	1.37478265541279e-09	"Adipoq/Adora1/Adra1a/Adra1d/Adrb1/Adrb2/Adrb3"	7
"GO:0000165"	"MAPK cascade"	"17/129"	"566/23973"	1.06577452521359e-08	3.40860046389899e-08	1.38380184122331e-09	"Abl1/Abl2/Chrna7/Adipoq/Adam8/Adam9/Adcyap1/Adora1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb2/Adrb3/Angpt1/Cd40"	17
"GO:0090257"	"regulation of muscle system process"	"10/129"	"153/23973"	1.07110155142524e-08	3.41061283480144e-08	1.38461881070669e-09	"Adk/Adora1/Adora2b/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2"	10
"GO:0009123"	"nucleoside monophosphate metabolic process"	"14/129"	"365/23973"	1.12629820953357e-08	3.5707096075169e-08	1.44961387574994e-09	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb2/Adsl/Adssl1/Adss/Atf7ip"	14
"GO:0001944"	"vasculature development"	"17/129"	"570/23973"	1.18199728460582e-08	3.73100012445141e-08	1.51468759583354e-09	"Ace/Chrna7/Acvr1/Acvr2b/Acvrl1/Adam15/Adam8/Adamts1/Add1/Adm/Adora2b/Adra2b/Adrb2/Angpt1/Angpt2/Ang/Itga7"	17
"GO:0019637"	"organophosphate metabolic process"	"27/129"	"1450/23973"	1.18732481539013e-08	3.73159227694039e-08	1.51492799411818e-09	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0080090"	"regulation of primary metabolic process"	"53/129"	"4657/23973"	1.19472615608122e-08	3.73866891946106e-08	1.51780092424111e-09	"Pzp/Abca1/Abca2/Abcg1/Abi1/Abl1/Acadl/Acadm/Acadvl/Aco1/Chrna7/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Adora2b/Parp1/Adra1b/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Aebp1/Aebp2/Ager/Angpt1/Ang/Cebpb/Paox/Cenpj/Cd40/A2m/Taf10/Atf7ip/Sap30"	53
"GO:1901576"	"organic substance biosynthetic process"	"53/129"	"4658/23973"	1.20387914221459e-08	3.74886507049125e-08	1.52194029250043e-09	"Asl/Aanat/Abca1/Abca2/Abcg1/Acadl/Acadm/Acadvl/Aco1/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Acan/Ager/Angpt1/Ang/Cebpb/Paox/Cenpj/Cd40/Cd40lg/Taf10/Atf7ip/Sap30/Mzb1"	53
"GO:0034641"	"cellular nitrogen compound metabolic process"	"57/129"	"5239/23973"	1.20831188222445e-08	3.74886507049125e-08	1.52194029250043e-09	"Asl/Aanat/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Acadl/Acadm/Ace/Macf1/Acp5/Chrna4/Chrnb2/Adipoq/Actc1/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Paox/Cenpj/Cd40/Cd40lg/Taf10/Cpsf4/Atf7ip/Sap30"	57
"GO:0006937"	"regulation of muscle contraction"	"9/129"	"115/23973"	1.24094907693719e-08	3.83374055258044e-08	1.55639749851025e-09	"Adora1/Adora2b/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2"	9
"GO:0002376"	"immune system process"	"30/129"	"1767/23973"	1.28059246052572e-08	3.93944968788845e-08	1.59931261796254e-09	"Abi1/Abl1/Abl2/Ace/Chrna4/Chrna7/Chrnb2/Adipoq/Acvr1b/Acvr2a/Adam10/Adam15/Adam17/Adam8/Adam9/Adcyap1/Add1/Add2/Adk/Cfd/Adora1/Adora2a/Adora2b/Adora3/Angpt1/Angpt2/Cd40/Cd40lg/A2m/Mzb1"	30
"GO:1902533"	"positive regulation of intracellular signal transduction"	"18/129"	"651/23973"	1.36107656822368e-08	4.16937379126748e-08	1.69265573663172e-09	"Abl1/Abl2/Chrna7/Adipoq/Adam8/Adcyap1/Adora3/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1/Cenpj/Cd40"	18
"GO:0044249"	"cellular biosynthetic process"	"52/129"	"4536/23973"	1.403521074345e-08	4.28132899148938e-08	1.7381065936161e-09	"Asl/Aanat/Abca1/Abca2/Abcg1/Acadl/Acadm/Acadvl/Aco1/Acp5/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Acan/Ager/Angpt1/Ang/Cebpb/Paox/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	52
"GO:0003014"	"renal system process"	"8/129"	"82/23973"	1.44145264018915e-08	4.37863856392185e-08	1.77761171219098e-09	"Chrnb2/Adipoq/Adora1/Adora2a/Adra1a/Adra1d/Adrb1/Adrb2"	8
"GO:0060047"	"heart contraction"	"10/129"	"158/23973"	1.45840817387595e-08	4.41168472597475e-08	1.79102758195292e-09	"Ace/Chrna7/Actc1/Adm/Adora1/Adra1b/Adra1a/Adra1d/Adrb1/Adrb2"	10
"GO:0003015"	"heart process"	"10/129"	"159/23973"	1.54926384756337e-08	4.66707698477595e-08	1.89471009966256e-09	"Ace/Chrna7/Actc1/Adm/Adora1/Adra1b/Adra1a/Adra1d/Adrb1/Adrb2"	10
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"9/129"	"118/23973"	1.55656390698729e-08	4.66969172096187e-08	1.89577161355564e-09	"Adcy8/Adcyap1/Adora1/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3"	9
"GO:0061098"	"positive regulation of protein tyrosine kinase activity"	"6/129"	"33/23973"	2.1230307811155e-08	6.34288208678952e-08	2.57504274945783e-09	"Abi1/Adam17/Adora1/Adra2a/Adra2b/Adra2c"	6
"GO:0030155"	"regulation of cell adhesion"	"13/129"	"323/23973"	2.19949980734815e-08	6.54441336120801e-08	2.65685912880708e-09	"Abl1/Abl2/Macf1/Adipoq/Acvrl1/Adam10/Adam15/Adam8/Adam9/Adrb2/Ager/Angpt1/Angpt2"	13
"GO:0007267"	"cell-cell signaling"	"20/129"	"849/23973"	2.86927085490942e-08	8.50241077822138e-08	3.45175441192111e-09	"Asic2/Asic1/Chrna1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Acvr2a/Acvr2b/Adcyap1/Adm/Adnp/Adora1/Adora2a/Adora3/Adra1a/Adra2a/Adrb1/Adrb2"	20
"GO:0048870"	"cell motility"	"22/129"	"1030/23973"	3.07428461513998e-08	9.02836036367456e-08	3.66527606470766e-09	"Abl2/Ace/Macf1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora3/Adra2a/Acan/Ager/Angpt1/Angpt2/Ang/Itga7"	22
"GO:0051674"	"localization of cell"	"22/129"	"1030/23973"	3.07428461513998e-08	9.02836036367456e-08	3.66527606470766e-09	"Abl2/Ace/Macf1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora3/Adra2a/Acan/Ager/Angpt1/Angpt2/Ang/Itga7"	22
"GO:2000351"	"regulation of endothelial cell apoptotic process"	"6/129"	"35/23973"	3.08406800301831e-08	9.02836036367456e-08	3.66527606470766e-09	"Abl1/Abl2/Ager/Angpt1/Cd40/Cd40lg"	6
"GO:0009719"	"response to endogenous stimulus"	"22/129"	"1035/23973"	3.34889885118268e-08	9.76425930103866e-08	3.96403161416678e-09	"Aanat/Abcg1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Acvr1/Acvr2a/Acvrl1/Adam17/Adam9/Adcy6/Adh1/Adora2a/Parp1/Adra1b/Adra1a/Adra2a/Ang/Cebpb/Mzb1"	22
"GO:0006807"	"nitrogen compound metabolic process"	"58/129"	"5545/23973"	3.6134589217913e-08	1.04934847088819e-07	4.26007788674343e-09	"Asl/Aanat/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Acadl/Acadm/Ace/Macf1/Acp5/Chrna4/Chrnb2/Adipoq/Actc1/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Angpt1/Ang/Cebpb/Paox/Cenpj/Cd40/Cd40lg/Taf10/Cpsf4/Atf7ip/Sap30"	58
"GO:0031326"	"regulation of cellular biosynthetic process"	"42/129"	"3296/23973"	3.67622060572292e-08	1.05316550079512e-07	4.27557402091681e-09	"Abca1/Abca2/Abcg1/Abl1/Acadl/Acadm/Acadvl/Aco1/Acp5/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Aebp1/Aebp2/Ager/Ang/Cebpb/Paox/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	42
"GO:0006509"	"membrane protein ectodomain proteolysis"	"6/129"	"36/23973"	3.68462861159724e-08	1.05316550079512e-07	4.27557402091681e-09	"Adam10/Adam17/Adam19/Adam8/Adam9/Adra2a"	6
"GO:0050879"	"multicellular organismal movement"	"6/129"	"36/23973"	3.68462861159724e-08	1.05316550079512e-07	4.27557402091681e-09	"Chrna1/Chrnb1/Chrnd/Chrne/Chrng/Adrb2"	6
"GO:0050881"	"musculoskeletal movement"	"6/129"	"36/23973"	3.68462861159724e-08	1.05316550079512e-07	4.27557402091681e-09	"Chrna1/Chrnb1/Chrnd/Chrne/Chrng/Adrb2"	6
"GO:0019229"	"regulation of vasoconstriction"	"7/129"	"61/23973"	3.79922353031165e-08	1.08166128745343e-07	4.39125939520025e-09	"Asic2/Adm/Adra1b/Adra1a/Adra1d/Adra2b/Adra2c"	7
"GO:0016477"	"cell migration"	"21/129"	"952/23973"	3.82226363228292e-08	1.08397007696774e-07	4.40063247137837e-09	"Abl2/Ace/Macf1/Adipoq/Acvr1/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora3/Adra2a/Acan/Ager/Angpt1/Angpt2/Ang/Itga7"	21
"GO:0006928"	"cellular component movement"	"25/129"	"1333/23973"	3.96797600305544e-08	1.12091462187481e-07	4.55061757466936e-09	"Abi1/Abl2/Ace/Macf1/Chrna7/Adipoq/Actc1/Acvr1/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora3/Adra2a/Adrb1/Acan/Ager/Angpt1/Angpt2/Ang/Itga7"	25
"GO:0033993"	"response to lipid"	"16/129"	"546/23973"	4.1948942207298e-08	1.18042372257746e-07	4.79220882009116e-09	"Aanat/Abca1/Abcg1/Abl1/Abl2/Ace/Acp5/Adam17/Adam9/Adcy6/Add1/Adh1/Adh5/Adm/Adra1b/Cebpb"	16
"GO:0072577"	"endothelial cell apoptotic process"	"6/129"	"37/23973"	4.37847012295317e-08	1.22732405763089e-07	4.98261180421413e-09	"Abl1/Abl2/Ager/Angpt1/Cd40/Cd40lg"	6
"GO:0001659"	"temperature homeostasis"	"6/129"	"39/23973"	6.09093959289834e-08	1.68779471161992e-07	6.85200114910219e-09	"Acadl/Acadvl/Adora1/Adrb1/Adrb2/Adrb3"	6
"GO:0050433"	"regulation of catecholamine secretion"	"6/129"	"39/23973"	6.09093959289834e-08	1.68779471161992e-07	6.85200114910219e-09	"Chrna4/Chrna6/Chrna7/Chrnb2/Adora2a/Adora2b"	6
"GO:2000273"	"positive regulation of receptor activity"	"6/129"	"39/23973"	6.09093959289834e-08	1.68779471161992e-07	6.85200114910219e-09	"Actn2/Adam17/Adora1/Adra2a/Adra2b/Adra2c"	6
"GO:0032268"	"regulation of cellular protein metabolic process"	"25/129"	"1364/23973"	6.18857341793512e-08	1.70377341353533e-07	6.9168704623734e-09	"Abi1/Abl1/Aco1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Adrb2/Ager/Angpt1/Ang/Cd40"	25
"GO:0018130"	"heterocycle biosynthetic process"	"41/129"	"3226/23973"	6.19553968558303e-08	1.70377341353533e-07	6.9168704623734e-09	"Aanat/Abca1/Abca2/Abcg1/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	41
"GO:1901575"	"organic substance catabolic process"	"31/129"	"2010/23973"	6.32821906477731e-08	1.73369322302956e-07	7.03833699359542e-09	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Acadl/Acadm/Acadvl/Acads/Ace/Macf1/Acox1/Adipoq/Actc1/Adam8/Adam9/Adcyap1/Adh1/Adh7/Adh5/Adora1/Adra1b/Adra2a/Adrb1/Adrb2/Adssl1/Adss/Paox/Cd40/Adh4/Atf7ip"	31
"GO:0019438"	"aromatic compound biosynthetic process"	"41/129"	"3232/23973"	6.52718706124803e-08	1.7814803783707e-07	7.23234023406984e-09	"Aanat/Abca1/Abca2/Abcg1/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	41
"GO:0050801"	"ion homeostasis"	"16/129"	"566/23973"	6.87134423699729e-08	1.86838798354308e-07	7.58516217764337e-09	"Abca1/Abcb7/Abcg1/Abl1/Abl2/Aco1/Chrna7/Adcyap1/Adcyap1r1/Adm/Adora1/Adora2a/Adra1b/Adra1a/Ager/Cd40"	16
"GO:0048871"	"multicellular organismal homeostasis"	"11/129"	"239/23973"	7.27224363992653e-08	1.97001823977114e-07	7.99775419944787e-09	"Abca4/Acadl/Acadvl/Acp5/Adam8/Add1/Adora1/Adrb1/Adrb2/Adrb3/Napsa"	11
"GO:0050432"	"catecholamine secretion"	"6/129"	"42/23973"	9.66485261599233e-08	2.60843234171391e-07	1.05895469868044e-08	"Chrna4/Chrna6/Chrna7/Chrnb2/Adora2a/Adora2b"	6
"GO:0007173"	"epidermal growth factor receptor signaling pathway"	"7/129"	"70/23973"	1.00291418280866e-07	2.68677378863131e-07	1.09075925883249e-08	"Abl1/Abl2/Adam17/Adora1/Adra2a/Adra2b/Adra2c"	7
"GO:0051952"	"regulation of amine transport"	"7/129"	"70/23973"	1.00291418280866e-07	2.68677378863131e-07	1.09075925883249e-08	"Chrna4/Chrna6/Chrna7/Chrnb2/Adora1/Adora2a/Adora2b"	7
"GO:0042312"	"regulation of vasodilation"	"6/129"	"43/23973"	1.11828186357716e-07	2.97325889698469e-07	1.20706465297334e-08	"Adcyap1/Adm/Adora1/Adora2b/Adra2a/Adrb2"	6
"GO:1900542"	"regulation of purine nucleotide metabolic process"	"15/129"	"511/23973"	1.12003291975152e-07	2.97325889698469e-07	1.20706465297334e-08	"Abca1/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Cd40"	15
"GO:0034654"	"nucleobase-containing compound biosynthetic process"	"40/129"	"3165/23973"	1.12213903274629e-07	2.97325889698469e-07	1.20706465297334e-08	"Abca1/Abca2/Abcg1/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	40
"GO:0043933"	"macromolecular complex subunit organization"	"25/129"	"1415/23973"	1.24943831585401e-07	3.2985171538546e-07	1.33911092225502e-08	"Abca1/Abcg1/Abl1/Abl2/Acadl/Acadm/Acads/Chrna4/Chrna6/Chrnb2/Adipoq/Acta1/Actc1/Actn2/Acvrl1/Add1/Add2/Adsl/Avil/Acan/Angpt1/Cenpj/Taf10/Atf7ip/Mzb1"	25
"GO:0006140"	"regulation of nucleotide metabolic process"	"15/129"	"516/23973"	1.26982346451241e-07	3.34018780882611e-07	1.35602810855635e-08	"Abca1/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Cd40"	15
"GO:0071702"	"organic substance transport"	"30/129"	"1961/23973"	1.30195773662575e-07	3.41235132415269e-07	1.38532459150755e-08	"Ldlrap1/Abca1/Abca4/Abca2/Abcg1/Abl1/Abl2/Ace/Apoc4/Macf1/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Acvr2b/Adam9/Adcyap1/Plin2/Adora1/Adora2a/Adora2b/Adora3/Parp1/Adra2a/Adrb1/Ang/Cd40/Cd40lg/Mzb1"	30
"GO:0031347"	"regulation of defense response"	"13/129"	"377/23973"	1.33163358089914e-07	3.47757546666467e-07	1.41180387221416e-08	"Ace/Acp5/Chrna7/Adipoq/Adam8/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adrb2/Ager/A2m"	13
"GO:0009888"	"tissue development"	"27/129"	"1633/23973"	1.36681714521721e-07	3.55666396927489e-07	1.44391171726398e-08	"Re/Abi1/Acadm/Macf1/Chrna1/Chrnd/Adipoq/Acta1/Actc1/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam15/Adam8/Adm/Adrb1/Adrb2/Acan/Ager/Angpt1/Angpt2/Cebpb/Dusp2/Taf10/Sap30"	27
"GO:0055065"	"metal ion homeostasis"	"14/129"	"450/23973"	1.50877842499451e-07	3.91204691623577e-07	1.5881878157837e-08	"Abcb7/Abl1/Abl2/Aco1/Chrna7/Adcyap1/Adcyap1r1/Adm/Adora1/Adora2a/Adra1b/Adra1a/Ager/Cd40"	14
"GO:1901362"	"organic cyclic compound biosynthetic process"	"41/129"	"3336/23973"	1.57465129682522e-07	4.0683161619043e-07	1.65162900584777e-08	"Aanat/Abca1/Abca2/Abcg1/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Aebp1/Aebp2/Ager/Ang/Cebpb/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	41
"GO:0097285"	"cell-type specific apoptotic process"	"14/129"	"452/23973"	1.59241900388749e-07	4.09963190362524e-07	1.66434237061776e-08	"Aatk/Abl1/Abl2/Adipoq/Adam17/Adam8/Adcyap1/Adnp/Adora2a/Ager/Angpt1/Cebpb/Cd40/Cd40lg"	14
"GO:0007611"	"learning or memory"	"10/129"	"204/23973"	1.62995037005085e-07	4.1814274510845e-07	1.69754920444202e-08	"Abl2/Asic1/Chrna7/Chrnb2/Adam2/Adcy8/Adnp/Adra1b/Adrb1/Adrb2"	10
"GO:0003044"	"regulation of systemic arterial blood pressure mediated by a chemical signal"	"6/129"	"46/23973"	1.69564420574057e-07	4.33463976537905e-07	1.75974936103543e-08	"Adra1b/Adra1a/Adra1d/Adrb1/Adrb2/Adrb3"	6
"GO:0019395"	"fatty acid oxidation"	"7/129"	"76/23973"	1.78077464598361e-07	4.53628909818982e-07	1.84161366897658e-08	"Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq/Adh7"	7
"GO:0019233"	"sensory perception of pain"	"8/129"	"113/23973"	1.80065786190703e-07	4.57090072637939e-07	1.85566507668005e-08	"Ace/Chrna4/Chrnb2/Adcyap1/Adora1/Adra2c/Adrb1/Adrb2"	8
"GO:0007268"	"synaptic transmission"	"15/129"	"531/23973"	1.83464528299561e-07	4.64094939182862e-07	1.8841029863883e-08	"Asic2/Asic1/Chrna1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Adcyap1/Adnp/Adora1/Adora2a/Adra1a/Adrb1/Adrb2"	15
"GO:0040011"	"locomotion"	"23/129"	"1242/23973"	1.8945605472233e-07	4.77587137945873e-07	1.9388777530063e-08	"Abl2/Ace/Macf1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adora1/Adora2a/Adora3/Adra2a/Acan/Ager/Angpt1/Angpt2/Ang/Itga7"	23
"GO:0015837"	"amine transport"	"7/129"	"77/23973"	1.95014875859024e-07	4.86531958328698e-07	1.9751913633759e-08	"Chrna4/Chrna6/Chrna7/Chrnb2/Adora1/Adora2a/Adora2b"	7
"GO:0038127"	"ERBB signaling pathway"	"7/129"	"77/23973"	1.95014875859024e-07	4.86531958328698e-07	1.9751913633759e-08	"Abl1/Abl2/Adam17/Adora1/Adra2a/Adra2b/Adra2c"	7
"GO:0090100"	"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"7/129"	"77/23973"	1.95014875859024e-07	4.86531958328698e-07	1.9751913633759e-08	"Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Parp1"	7
"GO:0008219"	"cell death"	"27/129"	"1663/23973"	1.96884482730676e-07	4.8951415911805e-07	1.98729831162903e-08	"Aatk/Abl1/Abl2/Asic2/Ace/Acp2/Adipoq/Actc1/Acvr1/Acvr1b/Adam17/Adam8/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Parp2/Adrb1/Adrb2/Ager/Angpt1/Cebpb/Cd40/Cd40lg/Taf10"	27
"GO:0044282"	"small molecule catabolic process"	"10/129"	"209/23973"	2.04117289564246e-07	5.0576502465407e-07	2.0532725373806e-08	"Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq/Adh1/Adh7/Adh5/Adh4"	10
"GO:0031348"	"negative regulation of defense response"	"8/129"	"115/23973"	2.0627476366596e-07	5.0937237558329e-07	2.06791743023519e-08	"Acp5/Chrna7/Adipoq/Adcyap1/Adora1/Adora2a/Adrb2/A2m"	8
"GO:0016265"	"death"	"27/129"	"1669/23973"	2.11560892959404e-07	5.20654943350941e-07	2.11372167809575e-08	"Aatk/Abl1/Abl2/Asic2/Ace/Acp2/Adipoq/Actc1/Acvr1/Acvr1b/Adam17/Adam8/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Parp2/Adrb1/Adrb2/Ager/Angpt1/Cebpb/Cd40/Cd40lg/Taf10"	27
"GO:0034440"	"lipid oxidation"	"7/129"	"78/23973"	2.13289836827769e-07	5.21751771722685e-07	2.11817451185083e-08	"Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq/Adh7"	7
"GO:0007167"	"enzyme linked receptor protein signaling pathway"	"17/129"	"697/23973"	2.13443906613826e-07	5.21751771722685e-07	2.11817451185083e-08	"Abl1/Abl2/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam9/Adora1/Parp1/Adra2a/Adra2b/Adra2c/Angpt1/Angpt2"	17
"GO:0002682"	"regulation of immune system process"	"19/129"	"876/23973"	2.37072106982987e-07	5.77564931777343e-07	2.34476121353713e-08	"Abl1/Chrnb2/Adipoq/Acvr1b/Acvr2a/Adam10/Adam17/Adam8/Adcyap1/Adk/Cfd/Adora1/Adora2a/Adora2b/Adora3/Cd40/Cd40lg/A2m/Mzb1"	19
